ID,Name,State,temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,,
GA-185,Lowndes County,Georgia,66.3,0.5,79,65.8,,
GA-187,Lumpkin County,Georgia,59.2,2,98,57.2,,
GA-189,McDuffie County,Georgia,64.5,2.5,108,62,,
GA-191,McIntosh County,Georgia,67.7,1.8,103,65.9,,
GA-193,Macon County,Georgia,65,1.3,89,63.7,,
GA-195,Madison County,Georgia,63.6,3.5,119,60.1,,
GA-197,Marion County,Georgia,65,1.7,100,63.3,,
GA-199,Meriwether County,Georgia,64.2,2.9,114,61.3,,
GA-201,Miller County,Georgia,66.8,0.7,82,66.1,,
GA-205,Mitchell County,Georgia,66.4,0.6,81,65.8,,
GA-207,Monroe County,Georgia,64.2,2,99,62.2,,
GA-209,Montgomery County,Georgia,66.5,1.5,99,65,,
GA-211,Morgan County,Georgia,64.2,3,113,61.2,,
GA-213,Murray County,Georgia,61,2.1,100,58.9,,
GA-215,Muscogee County,Georgia,65.4,2.1,102,63.3,,
GA-217,Newton County,Georgia,63.8,2.9,110,60.9,,
GA-219,Oconee County,Georgia,64.1,3.4,119,60.7,,
GA-221,Oglethorpe County,Georgia,64.6,3.9,123,60.7,,
GA-223,Paulding County,Georgia,62.2,2.6,105,59.6,,
GA-225,Peach County,Georgia,64.6,1.2,91,63.4,,
GA-227,Pickens County,Georgia,60.1,1.9,99,58.2,,
GA-229,Pierce County,Georgia,67.3,1.6,99,65.7,,
GA-231,Pike County,Georgia,64.4,2.9,114,61.5,,
GA-233,Polk County,Georgia,62.3,2.5,103,59.8,,
GA-235,Pulaski County,Georgia,65.5,1.1,88,64.4,,
GA-237,Putnam County,Georgia,64.4,2.4,106,62,,
GA-239,Quitman County,Georgia,65.5,0.9,84,64.6,,
GA-241,Rabun County,Georgia,58.3,2.3,101,56,,
GA-243,Randolph County,Georgia,65.5,0.9,84,64.6,,
GA-245,Richmond County,Georgia,65.1,2.2,102,62.9,,
GA-247,Rockdale County,Georgia,63.6,3,113,60.6,,
GA-249,Schley County,Georgia,65,1.3,92,63.7,,
GA-251,Screven County,Georgia,66.2,2.3,111,63.9,,
GA-253,Seminole County,Georgia,67.2,0.8,82,66.4,,
GA-255,Spalding County,Georgia,64.4,2.9,113,61.5,,
GA-257,Stephens County,Georgia,62.3,2.5,106,59.8,,
GA-259,Stewart County,Georgia,65.3,1.3,93,64,,
GA-261,Sumter County,Georgia,65.3,1,82,64.3,,
GA-263,Talbot County,Georgia,64.6,2.2,105,62.4,,
GA-265,Taliaferro County,Georgia,64.8,3.3,119,61.5,,
GA-267,Tattnall County,Georgia,66.9,1.4,93,65.5,,
GA-269,Taylor County,Georgia,64.7,1.7,99,63,,
GA-271,Telfair County,Georgia,66.2,1.1,91,65.1,,
GA-273,Terrell County,Georgia,65.7,0.8,80,64.9,,
GA-275,Thomas County,Georgia,66.4,0.6,79,65.8,,
GA-277,Tift County,Georgia,65.8,0.8,86,65,,
GA-279,Toombs County,Georgia,66.7,1.5,98,65.2,,
GA-281,Towns County,Georgia,57.4,2.5,106,54.9,,
GA-283,Treutlen County,Georgia,66.4,1.8,103,64.6,,
GA-285,Troup County,Georgia,64,2.6,110,61.4,,
GA-287,Turner County,Georgia,65.5,0.9,88,64.6,,
GA-289,Twiggs County,Georgia,65.1,1.4,93,63.7,,
GA-291,Union County,Georgia,57.6,2.4,105,55.2,,
GA-293,Upson County,Georgia,64.4,2.3,106,62.1,,
GA-295,Walker County,Georgia,61.4,2.5,105,58.9,,
GA-297,Walton County,Georgia,63.4,3.1,116,60.3,,
GA-299,Ware County,Georgia,67.3,1.2,94,66.1,,
GA-301,Warren County,Georgia,64.6,2.6,108,62,,
GA-303,Washington County,Georgia,65.6,2.3,106,63.3,,
GA-305,Wayne County,Georgia,67.2,1.6,96,65.7,,
GA-307,Webster County,Georgia,65.3,1.3,93,64,,
GA-309,Wheeler County,Georgia,66.4,1.3,96,65.1,,
GA-311,White County,Georgia,59.6,2.4,106,57.2,,
GA-313,Whitfield County,Georgia,61.7,2.4,104,59.3,,
GA-315,Wilcox County,Georgia,65.6,1,89,64.6,,
GA-317,Wilkes County,Georgia,65.1,4,124,61.1,,
GA-319,Wilkinson County,Georgia,65.4,1.7,98,63.7,,
GA-321,Worth County,Georgia,65.7,0.7,83,65,,
ID-001,Ada County,Idaho,51.2,1.3,91,49.9,,
ID-003,Adams County,Idaho,42.7,1.9,102,40.8,,
ID-005,Bannock County,Idaho,44.7,2.4,103,42.3,,
ID-007,Bear Lake County,Idaho,41,3.5,108,37.5,,
ID-009,Benewah County,Idaho,44,0.6,81,43.4,,
ID-011,Bingham County,Idaho,44.6,1.8,92,42.8,,
ID-013,Blaine County,Idaho,42.1,2.5,103,39.6,,
ID-015,Boise County,Idaho,42.7,2.2,102,40.5,,
ID-017,Bonner County,Idaho,43.1,1.2,90,41.9,,
ID-019,Bonneville County,Idaho,41.9,2.4,98,39.5,,
ID-021,Boundary County,Idaho,40.6,1.2,89,39.4,,
ID-023,Butte County,Idaho,42.3,2.3,103,40,,
ID-025,Camas County,Idaho,41.1,2.8,107,38.3,,
ID-027,Canyon County,Idaho,51.9,0.8,84,51.1,,
ID-029,Caribou County,Idaho,41.7,2.9,104,38.8,,
ID-031,Cassia County,Idaho,45.1,2.4,99,42.7,,
ID-033,Clark County,Idaho,40.8,3.1,110,37.7,,
ID-035,Clearwater County,Idaho,42.8,1.4,92,41.4,,
ID-037,Custer County,Idaho,37.8,2.7,104,35.1,,
ID-039,Elmore County,Idaho,46.9,2.7,105,44.2,,
ID-041,Franklin County,Idaho,44.2,2.9,102,41.3,,
ID-043,Fremont County,Idaho,40.5,3.1,107,37.4,,
ID-045,Gem County,Idaho,48.7,1.3,90,47.4,,
ID-047,Gooding County,Idaho,48.6,2.1,96,46.5,,
ID-049,Idaho County,Idaho,40.8,1.8,95,39,,
ID-051,Jefferson County,Idaho,44.9,2.3,100,42.6,,
ID-053,Jerome County,Idaho,48.5,2.1,97,46.4,,
ID-055,Kootenai County,Idaho,44.5,1.1,92,43.4,,
ID-057,Latah County,Idaho,45.1,1.1,88,44,,
ID-059,Lemhi County,Idaho,39.4,2.7,106,36.7,,
ID-061,Lewis County,Idaho,44.5,1.4,93,43.1,,
ID-063,Lincoln County,Idaho,46.2,1.8,92,44.4,,
ID-065,Madison County,Idaho,43.2,2.4,102,40.8,,
ID-067,Minidoka County,Idaho,46.7,2.5,98,44.2,,
ID-069,Nez Perce County,Idaho,48,1.3,95,46.7,,
ID-071,Oneida County,Idaho,45.1,2.3,99,42.8,,
ID-073,Owyhee County,Idaho,45.6,1.2,85,44.4,,
ID-075,Payette County,Idaho,51.5,1.3,89,50.2,,
ID-077,Power County,Idaho,45.2,2.1,100,43.1,,
ID-079,Shoshone County,Idaho,41.2,1.2,88,40.1,,
ID-081,Teton County,Idaho,39.2,2.3,96,36.9,,
ID-083,Twin Falls County,Idaho,46.6,1.9,95,44.7,,
ID-085,Valley County,Idaho,38.6,2.6,107,36,,
ID-087,Washington County,Idaho,47.8,1.9,100,45.9,,
IL-001,Adams County,Illinois,55.3,2.9,104,52.4,,
IL-003,Alexander County,Illinois,61.5,4.6,120,56.9,,
IL-005,Bond County,Illinois,57.4,3.7,114,53.7,,
IL-007,Boone County,Illinois,50,3,105,47,,
IL-009,Brown County,Illinois,55,2.9,104,52.1,,
IL-011,Bureau County,Illinois,51.6,2.6,102,49,,
IL-013,Calhoun County,Illinois,57.7,3.8,113,53.9,,
IL-015,Carroll County,Illinois,50.6,3,104,47.6,,
IL-017,Cass County,Illinois,54.7,2.3,97,52.4,,
IL-019,Champaign County,Illinois,53.8,3.3,111,50.5,,
IL-021,Christian County,Illinois,55.8,3.6,112,52.2,,
IL-023,Clark County,Illinois,56.9,4.5,118,52.4,,
IL-025,Clay County,Illinois,57.6,3.9,116,53.7,,
IL-027,Clinton County,Illinois,58.2,3.8,114,54.4,,
IL-029,Coles County,Illinois,55.8,3.9,113,51.9,,
IL-031,Cook County,Illinois,51.7,4.2,113,47.5,,
IL-033,Crawford County,Illinois,57.8,4.5,119,53.3,,
IL-035,Cumberland County,Illinois,56.3,3.8,112,52.5,,
IL-037,DeKalb County,Illinois,50.8,3.4,110,47.4,,
IL-039,De Witt County,Illinois,54,3.4,111,50.6,,
IL-041,Douglas County,Illinois,55,3.7,112,51.3,,
IL-043,DuPage County,Illinois,51.6,4,112,47.6,,
IL-045,Edgar County,Illinois,55.7,4.2,115,51.5,,
IL-047,Edwards County,Illinois,59.6,4.8,119,54.8,,
IL-049,Effingham County,Illinois,56.4,3.4,110,53,,
IL-051,Fayette County,Illinois,56.7,3.4,112,53.3,,
IL-053,Ford County,Illinois,52.8,3.2,107,49.6,,
IL-055,Franklin County,Illinois,59.6,4.4,119,55.2,,
IL-057,Fulton County,Illinois,54.1,2.6,102,51.5,,
IL-059,Gallatin County,Illinois,61.2,5.1,121,56.1,,
IL-061,Greene County,Illinois,56.5,2.9,102,53.6,,
IL-063,Grundy County,Illinois,52.2,3.4,110,48.8,,
IL-065,Hamilton County,Illinois,60.2,4.9,119,55.3,,
IL-067,Hancock County,Illinois,53.9,2.1,99,51.8,,
IL-069,Hardin County,Illinois,61.2,4.9,121,56.3,,
IL-071,Henderson County,Illinois,52.5,1.7,93,50.8,,
IL-073,Henry County,Illinois,52.1,2.9,103,49.2,,
IL-075,Iroquois County,Illinois,52.4,3,104,49.4,,
IL-077,Jackson County,Illinois,59.7,4.2,119,55.5,,
IL-079,Jasper County,Illinois,57,3.7,112,53.3,,
IL-081,Jefferson County,Illinois,59.1,4.3,119,54.8,,
IL-083,Jersey County,Illinois,57.6,3.5,112,54.1,,
IL-085,Jo Daviess County,Illinois,49.4,2.3,98,47.1,,
IL-087,Johnson County,Illinois,60.8,4.8,120,56,,
IL-089,Kane County,Illinois,51,3.7,112,47.3,,
IL-091,Kankakee County,Illinois,52,3.2,106,48.8,,
IL-093,Kendall County,Illinois,51.8,3.4,111,48.4,,
IL-095,Knox County,Illinois,52.5,2.6,100,49.9,,
IL-097,Lake County,Illinois,50.4,4.2,116,46.2,,
IL-099,LaSalle County,Illinois,51.7,2.8,101,48.9,,
IL-101,Lawrence County,Illinois,58.8,4.7,119,54.1,,
IL-103,Lee County,Illinois,50.6,2.5,100,48.1,,
IL-105,Livingston County,Illinois,52.8,3.4,108,49.4,,
IL-107,Logan County,Illinois,54.5,2.9,106,51.6,,
IL-109,McDonough County,Illinois,53.2,1.9,96,51.3,,
IL-111,McHenry County,Illinois,50.7,4.3,115,46.4,,
IL-113,McLean County,Illinois,53.6,3.8,111,49.8,,
IL-115,Macon County,Illinois,54.7,3.3,111,51.4,,
IL-117,Macoupin County,Illinois,56.5,3.4,109,53.1,,
IL-119,Madison County,Illinois,58.4,4,114,54.4,,
IL-121,Marion County,Illinois,57.5,3.5,113,54,,
IL-123,Marshall County,Illinois,53.3,3.4,109,49.9,,
IL-125,Mason County,Illinois,54.8,2.6,102,52.2,,
IL-127,Massac County,Illinois,61.9,5.1,122,56.8,,
IL-129,Menard County,Illinois,54.3,2.2,96,52.1,,
IL-131,Mercer County,Illinois,53.1,3.1,109,50,,
IL-133,Monroe County,Illinois,60.3,4.9,119,55.4,,
IL-135,Montgomery County,Illinois,56.6,3.8,115,52.8,,
IL-137,Morgan County,Illinois,55,2.6,99,52.4,,
IL-139,Moultrie County,Illinois,55.2,3.5,112,51.7,,
IL-141,Ogle County,Illinois,50.4,2.8,102,47.6,,
IL-143,Peoria County,Illinois,54.2,3.7,111,50.5,,
IL-145,Perry County,Illinois,59.3,4.4,119,54.9,,
IL-147,Piatt County,Illinois,54.2,3.4,111,50.8,,
IL-149,Pike County,Illinois,56,3.1,106,52.9,,
IL-151,Pope County,Illinois,61.1,4.9,120,56.2,,
IL-153,Pulaski County,Illinois,61.8,4.9,120,56.9,,
IL-155,Putnam County,Illinois,52.5,2.7,103,49.8,,
IL-157,Randolph County,Illinois,59.8,4.6,119,55.2,,
IL-159,Richland County,Illinois,58.3,4.3,119,54,,
IL-161,Rock Island County,Illinois,52.8,3.3,110,49.5,,
IL-163,St. Clair County,Illinois,59.6,4.5,119,55.1,,
IL-165,Saline County,Illinois,60.6,4.9,121,55.7,,
IL-167,Sangamon County,Illinois,54.8,2.6,101,52.2,,
IL-169,Schuyler County,Illinois,54.6,2.6,103,52,,
IL-171,Scott County,Illinois,55.5,2.6,100,52.9,,
IL-173,Shelby County,Illinois,55.8,3.4,111,52.4,,
IL-175,Stark County,Illinois,52.6,3,109,49.6,,
IL-177,Stephenson County,Illinois,49.4,2.5,97,46.9,,
IL-179,Tazewell County,Illinois,54.6,3.7,111,50.9,,
IL-181,Union County,Illinois,60.5,4.5,119,56,,
IL-183,Vermilion County,Illinois,53.5,2.9,105,50.6,,
IL-185,Wabash County,Illinois,59.7,5,119,54.7,,
IL-187,Warren County,Illinois,52.5,2.4,99,50.1,,
IL-189,Washington County,Illinois,58.9,4.2,119,54.7,,
IL-191,Wayne County,Illinois,59.2,4.7,119,54.6,,
IL-193,White County,Illinois,60.9,5.3,122,55.6,,
IL-195,Whiteside County,Illinois,51.4,2.8,101,48.6,,
IL-197,Will County,Illinois,51.9,3.4,108,48.5,,
IL-199,Williamson County,Illinois,59.8,4.4,119,55.4,,
IL-201,Winnebago County,Illinois,50,2.7,101,47.3,,
IL-203,Woodford County,Illinois,53.8,4,112,49.8,,
IN-001,Adams County,Indiana,53.8,5.4,121,48.4,,
IN-003,Allen County,Indiana,53.4,5.2,122,48.2,,
IN-005,Bartholomew County,Indiana,56.7,4.3,117,52.4,,
IN-007,Benton County,Indiana,52.7,3.6,110,49.1,,
IN-009,Blackford County,Indiana,54.4,5.1,121,49.3,,
IN-011,Boone County,Indiana,52.9,3.5,110,49.4,,
IN-013,Brown County,Indiana,56.5,4.7,120,51.8,,
IN-015,Carroll County,Indiana,52.6,3.3,108,49.3,,
IN-017,Cass County,Indiana,52.3,3.4,109,48.9,,
IN-019,Clark County,Indiana,58.8,4.8,122,54,,
IN-021,Clay County,Indiana,56.8,5.1,120,51.7,,
IN-023,Clinton County,Indiana,52.3,3,107,49.3,,
IN-025,Crawford County,Indiana,58.7,4.6,122,54.1,,
IN-027,Daviess County,Indiana,58.5,5.2,121,53.3,,
IN-029,Dearborn County,Indiana,57.2,5.2,124,52,,
IN-031,Decatur County,Indiana,56.5,4.7,120,51.8,,
IN-033,DeKalb County,Indiana,52.2,4.8,121,47.4,,
IN-035,Delaware County,Indiana,54.9,5.2,122,49.7,,
IN-037,Dubois County,Indiana,58.9,4.9,120,54,,
IN-039,Elkhart County,Indiana,51.4,4.5,117,46.9,,
IN-041,Fayette County,Indiana,55.5,5.1,123,50.4,,
IN-043,Floyd County,Indiana,59.2,4.9,123,54.3,,
IN-045,Fountain County,Indiana,53,2.7,102,50.3,,
IN-047,Franklin County,Indiana,56.7,5.5,126,51.2,,
IN-049,Fulton County,Indiana,52.1,4.2,111,47.9,,
IN-051,Gibson County,Indiana,60.2,5.3,123,54.9,,
IN-053,Grant County,Indiana,53.8,4.3,116,49.5,,
IN-055,Greene County,Indiana,57.7,5.5,123,52.2,,
IN-057,Hamilton County,Indiana,54.6,4.6,119,50,,
IN-059,Hancock County,Indiana,55.5,4.9,121,50.6,,
IN-061,Harrison County,Indiana,59.1,4.7,122,54.4,,
IN-063,Hendricks County,Indiana,54.2,3.9,115,50.3,,
IN-065,Henry County,Indiana,54.8,5.2,123,49.6,,
IN-067,Howard County,Indiana,52.4,3,107,49.4,,
IN-069,Huntington County,Indiana,53.9,5.1,120,48.8,,
IN-071,Jackson County,Indiana,57.3,4.4,120,52.9,,
IN-073,Jasper County,Indiana,51.8,3.3,109,48.5,,
IN-075,Jay County,Indiana,54.1,5.2,121,48.9,,
IN-077,Jefferson County,Indiana,57.8,4.7,121,53.1,,
IN-079,Jennings County,Indiana,57.3,4.5,120,52.8,,
IN-081,Johnson County,Indiana,56,4.7,120,51.3,,
IN-083,Knox County,Indiana,58.8,4.9,119,53.9,,
IN-085,Kosciusko County,Indiana,52.1,4.5,116,47.6,,
IN-087,LaGrange County,Indiana,51.3,4.4,116,46.9,,
IN-089,Lake County,Indiana,51.2,3.4,108,47.8,,
IN-091,LaPorte County,Indiana,51.2,4,109,47.2,,
IN-093,Lawrence County,Indiana,57.4,4.8,122,52.6,,
IN-095,Madison County,Indiana,54.9,4.9,120,50,,
IN-097,Marion County,Indiana,55.4,4.6,117,50.8,,
IN-099,Marshall County,Indiana,51.8,4.6,115,47.2,,
IN-101,Martin County,Indiana,58.1,5.1,122,53,,
IN-103,Miami County,Indiana,52.6,3.6,111,49,,
IN-105,Monroe County,Indiana,57.1,5.4,122,51.7,,
IN-107,Montgomery County,Indiana,52.2,2.4,101,49.8,,
IN-109,Morgan County,Indiana,56.3,5,121,51.3,,
IN-111,Newton County,Indiana,52,3.2,107,48.8,,
IN-113,Noble County,Indiana,51.8,4.5,117,47.3,,
IN-115,Ohio County,Indiana,57.5,4.8,122,52.7,,
IN-117,Orange County,Indiana,58.2,4.9,122,53.3,,
IN-119,Owen County,Indiana,57.3,5.8,125,51.5,,
IN-121,Parke County,Indiana,54.1,3,108,51.1,,
IN-123,Perry County,Indiana,58.9,3.9,117,55,,
IN-125,Pike County,Indiana,59.3,5.1,121,54.2,,
IN-127,Porter County,Indiana,50.9,3.5,108,47.4,,
IN-129,Posey County,Indiana,61,5,121,56,,
IN-131,Pulaski County,Indiana,51.9,3.8,109,48.1,,
IN-133,Putnam County,Indiana,54.4,3.7,113,50.7,,
IN-135,Randolph County,Indiana,53.6,4.7,119,48.9,,
IN-137,Ripley County,Indiana,56.8,4.9,122,51.9,,
IN-139,Rush County,Indiana,55.7,5,123,50.7,,
IN-141,St. Joseph County,Indiana,51.6,4.7,117,46.9,,
IN-143,Scott County,Indiana,58,4.7,121,53.3,,
IN-145,Shelby County,Indiana,56.4,4.8,121,51.6,,
IN-147,Spencer County,Indiana,59.7,4.3,119,55.4,,
IN-149,Starke County,Indiana,51.7,4.1,109,47.6,,
IN-151,Steuben County,Indiana,51.1,4.6,117,46.5,,
IN-153,Sullivan County,Indiana,57.7,5,120,52.7,,
IN-155,Switzerland County,Indiana,57.7,4.6,121,53.1,,
IN-157,Tippecanoe County,Indiana,52.9,3.3,106,49.6,,
IN-159,Tipton County,Indiana,53.2,3.7,110,49.5,,
IN-161,Union County,Indiana,55.4,5.1,123,50.3,,
IN-163,Vanderburgh County,Indiana,61,5.2,123,55.8,,
IN-165,Vermillion County,Indiana,54.5,3.2,108,51.3,,
IN-167,Vigo County,Indiana,57,4.9,117,52.1,,
IN-169,Wabash County,Indiana,53.4,4.5,117,48.9,,
IN-171,Warren County,Indiana,53,3.1,108,49.9,,
IN-173,Warrick County,Indiana,60.1,4.9,122,55.2,,
IN-175,Washington County,Indiana,57.8,4.8,122,53,,
IN-177,Wayne County,Indiana,54,4.5,118,49.5,,
IN-179,Wells County,Indiana,54,5.3,121,48.7,,
IN-181,White County,Indiana,52.6,3.7,109,48.9,,
IN-183,Whitley County,Indiana,52.9,4.9,120,48,,
IA-001,Adair County,Iowa,51.8,2.9,102,48.9,,
IA-003,Adams County,Iowa,52.4,3,103,49.4,,
IA-005,Allamakee County,Iowa,47.2,1.1,81,46.1,,
IA-007,Appanoose County,Iowa,53.6,3.3,104,50.3,,
IA-009,Audubon County,Iowa,50.6,2.4,97,48.2,,
IA-011,Benton County,Iowa,50.4,2.4,99,48,,
IA-013,Black Hawk County,Iowa,50,2.6,101,47.4,,
IA-015,Boone County,Iowa,51.4,2.9,102,48.5,,
IA-017,Bremer County,Iowa,48.6,2.1,93,46.5,,
IA-019,Buchanan County,Iowa,48.8,1.8,92,47,,
IA-021,Buena Vista County,Iowa,48.9,2.3,95,46.6,,
IA-023,Butler County,Iowa,49.9,3.2,103,46.8,,
IA-025,Calhoun County,Iowa,50.6,3,102,47.6,,
IA-027,Carroll County,Iowa,50.9,3.1,104,47.8,,
IA-029,Cass County,Iowa,51.6,2.4,98,49.2,,
IA-031,Cedar County,Iowa,51,2.2,96,48.8,,
IA-033,Cerro Gordo County,Iowa,48.7,3,100,45.7,,
IA-035,Cherokee County,Iowa,49.1,2.3,97,46.8,,
IA-037,Chickasaw County,Iowa,47.2,1.6,90,45.6,,
IA-039,Clarke County,Iowa,52.6,2.8,100,49.8,,
IA-041,Clay County,Iowa,49.1,3.2,102,45.9,,
IA-043,Clayton County,Iowa,47.7,1,79,46.7,,
IA-045,Clinton County,Iowa,51.3,2.7,102,48.6,,
IA-047,Crawford County,Iowa,50.3,2.4,97,47.9,,
IA-049,Dallas County,Iowa,52.5,3.1,104,49.4,,
IA-051,Davis County,Iowa,52.9,2.4,98,50.5,,
IA-053,Decatur County,Iowa,53.4,3.3,106,50.1,,
IA-055,Delaware County,Iowa,48.6,1.8,90,46.8,,
IA-057,Des Moines County,Iowa,52.3,1.6,92,50.7,,
IA-059,Dickinson County,Iowa,47.9,2.7,97,45.2,,
IA-061,Dubuque County,Iowa,49.2,2.1,95,47.1,,
IA-063,Emmet County,Iowa,48.6,3.3,103,45.3,,
IA-065,Fayette County,Iowa,47.3,1.3,86,46,,
IA-067,Floyd County,Iowa,48.6,2.5,99,46.1,,
IA-069,Franklin County,Iowa,49.7,3.4,104,46.3,,
IA-071,Fremont County,Iowa,54,2.6,98,51.4,,
IA-073,Greene County,Iowa,51.3,3,100,48.3,,
IA-075,Grundy County,Iowa,50.2,2.8,102,47.4,,
IA-077,Guthrie County,Iowa,51.5,2.8,103,48.7,,
IA-079,Hamilton County,Iowa,50,2.6,99,47.4,,
IA-081,Hancock County,Iowa,48.5,2.7,98,45.8,,
IA-083,Hardin County,Iowa,50.3,3.1,104,47.2,,
IA-085,Harrison County,Iowa,52.6,3.1,104,49.5,,
IA-087,Henry County,Iowa,51.9,1.3,86,50.6,,
IA-089,Howard County,Iowa,46.4,1.8,91,44.6,,
IA-091,Humboldt County,Iowa,50,2.9,101,47.1,,
IA-093,Ida County,Iowa,49.4,2,95,47.4,,
IA-095,Iowa County,Iowa,51.2,2.3,99,48.9,,
IA-097,Jackson County,Iowa,50.4,2.5,99,47.9,,
IA-099,Jasper County,Iowa,51.8,2.7,101,49.1,,
IA-101,Jefferson County,Iowa,51.8,1.4,88,50.4,,
IA-103,Johnson County,Iowa,51.4,2.3,98,49.1,,
IA-105,Jones County,Iowa,50.2,2.5,97,47.7,,
IA-107,Keokuk County,Iowa,51.7,2.1,95,49.6,,
IA-109,Kossuth County,Iowa,49.3,3.4,106,45.9,,
IA-111,Lee County,Iowa,53,1.4,90,51.6,,
IA-113,Linn County,Iowa,50.4,2.6,101,47.8,,
IA-115,Louisa County,Iowa,52.8,2.6,101,50.2,,
IA-117,Lucas County,Iowa,53,3,100,50,,
IA-119,Lyon County,Iowa,48.2,2.2,92,46,,
IA-121,Madison County,Iowa,52.6,3,105,49.6,,
IA-123,Mahaska County,Iowa,52.4,2.7,100,49.7,,
IA-125,Marion County,Iowa,53.1,3,103,50.1,,
IA-127,Marshall County,Iowa,50.8,2.6,101,48.2,,
IA-129,Mills County,Iowa,53.4,2.6,98,50.8,,
IA-131,Mitchell County,Iowa,47.5,2.3,94,45.2,,
IA-133,Monona County,Iowa,51.2,2.4,97,48.8,,
IA-135,Monroe County,Iowa,53.4,3.2,102,50.2,,
IA-137,Montgomery County,Iowa,52.6,2.5,97,50.1,,
IA-139,Muscatine County,Iowa,52.5,2.8,104,49.7,,
IA-141,O&#039;Brien County,Iowa,48.8,2.6,99,46.2,,
IA-143,Osceola County,Iowa,47.8,2.4,96,45.4,,
IA-145,Page County,Iowa,54,3.4,106,50.6,,
IA-147,Palo Alto County,Iowa,49.6,3.6,108,46,,
IA-149,Plymouth County,Iowa,49.8,2.5,101,47.3,,
IA-151,Pocahontas County,Iowa,49.7,2.7,98,47,,
IA-153,Polk County,Iowa,52.9,3.2,103,49.7,,
IA-155,Pottawattamie County,Iowa,52.6,2.6,98,50,,
IA-157,Poweshiek County,Iowa,51.2,2.5,100,48.7,,
IA-159,Ringgold County,Iowa,53.5,3.8,112,49.7,,
IA-161,Sac County,Iowa,50,2.7,99,47.3,,
IA-163,Scott County,Iowa,52.3,3.3,108,49,,
IA-165,Shelby County,Iowa,51.1,2.5,97,48.6,,
IA-167,Sioux County,Iowa,48.8,2.1,93,46.7,,
IA-169,Story County,Iowa,51.3,2.8,102,48.5,,
IA-171,Tama County,Iowa,50.5,2.4,99,48.1,,
IA-173,Taylor County,Iowa,53.6,3.8,112,49.8,,
IA-175,Union County,Iowa,52.4,3.1,103,49.3,,
IA-177,Van Buren County,Iowa,52.1,1,83,51.1,,
IA-179,Wapello County,Iowa,52.8,2.5,100,50.3,,
IA-181,Warren County,Iowa,53.3,3.1,104,50.2,,
IA-183,Washington County,Iowa,51.5,1.8,92,49.7,,
IA-185,Wayne County,Iowa,53.1,3,102,50.1,,
IA-187,Webster County,Iowa,50.2,2.7,98,47.5,,
IA-189,Winnebago County,Iowa,47.8,2.6,96,45.2,,
IA-191,Winneshiek County,Iowa,47.1,2,93,45.1,,
IA-193,Woodbury County,Iowa,50.4,2.3,96,48.1,,
IA-195,Worth County,Iowa,48,2.9,99,45.1,,
IA-197,Wright County,Iowa,49.3,2.7,99,46.6,,
KS-001,Allen County,Kansas,59.8,4,113,55.8,,
KS-003,Anderson County,Kansas,59.4,4.3,112,55.1,,
KS-005,Atchison County,Kansas,57.6,4.5,116,53.1,,
KS-007,Barber County,Kansas,60.8,4.9,119,55.9,,
KS-009,Barton County,Kansas,56.5,3.1,105,53.4,,
KS-011,Bourbon County,Kansas,59.7,3.8,111,55.9,,
KS-013,Brown County,Kansas,56.8,4.5,116,52.3,,
KS-015,Butler County,Kansas,59.5,4.2,116,55.3,,
KS-017,Chase County,Kansas,58.5,4.1,114,54.4,,
KS-019,Chautauqua County,Kansas,60.7,3.3,106,57.4,,
KS-021,Cherokee County,Kansas,60.6,3.2,107,57.4,,
KS-023,Cheyenne County,Kansas,52.7,3.5,114,49.2,,
KS-025,Clark County,Kansas,59.6,3.9,117,55.7,,
KS-027,Clay County,Kansas,57.7,4.4,114,53.3,,
KS-029,Cloud County,Kansas,57.2,4.5,116,52.7,,
KS-031,Coffey County,Kansas,59.9,5.1,122,54.8,,
KS-033,Comanche County,Kansas,60,4.3,117,55.7,,
KS-035,Cowley County,Kansas,60.6,4,112,56.6,,
KS-037,Crawford County,Kansas,60.1,3.6,110,56.5,,
KS-039,Decatur County,Kansas,54,3.6,109,50.4,,
KS-041,Dickinson County,Kansas,58.6,4.7,117,53.9,,
KS-043,Doniphan County,Kansas,57.9,4.8,116,53.1,,
KS-045,Douglas County,Kansas,58.6,4.2,114,54.4,,
KS-047,Edwards County,Kansas,57.9,4,113,53.9,,
KS-049,Elk County,Kansas,60.4,4.1,115,56.3,,
KS-051,Ellis County,Kansas,56.2,3.7,113,52.5,,
KS-053,Ellsworth County,Kansas,57.2,3.5,107,53.7,,
KS-055,Finney County,Kansas,56.6,4.2,117,52.4,,
KS-057,Ford County,Kansas,58.1,4.3,117,53.8,,
KS-059,Franklin County,Kansas,59.2,4.6,115,54.6,,
KS-061,Geary County,Kansas,58.2,4.5,115,53.7,,
KS-063,Gove County,Kansas,55.8,4.2,117,51.6,,
KS-065,Graham County,Kansas,54.7,2.9,103,51.8,,
KS-067,Grant County,Kansas,56.6,3.3,109,53.3,,
KS-069,Gray County,Kansas,57.2,4,112,53.2,,
KS-071,Greeley County,Kansas,53.7,3.4,109,50.3,,
KS-073,Greenwood County,Kansas,60.1,4.8,118,55.3,,
KS-075,Hamilton County,Kansas,55.4,3.2,108,52.2,,
KS-077,Harper County,Kansas,61.2,4.8,119,56.4,,
